Student_ID,Gender,Age,Study_Hours_per_Week,Attendance_Percentage,Previous_Grade,Internet_Usage_Hours,Final_Score,Result,Performance_Level
500,Female,24,19,57,87,1,44.87,Fail,Average
501,Male,20,19,72,58,9,39.76,Fail,Poor
502,Male,20,27,87,87,4,52.23,Pass,Average
503,Male,21,10,55,78,9,33.42,Fail,Poor
504,Female,21,25,71,85,6,42.46,Fail,Average
505,Male,19,27,74,67,1,48.1,Fail,Average
506,Male,20,20,67,85,3,45.3,Fail,Average
507,Female,20,19,66,66,2,36.22,Fail,Poor
508,Male,22,29,61,43,9,39.74,Fail,Poor
509,Female,21,15,55,54,1,35.04,Fail,Poor
510,Female,20,19,75,74,9,47.07,Fail,Average
511,Male,23,8,76,76,9,27.49,Fail,Poor
512,Female,19,25,57,40,8,34.91,Fail,Poor
513,Male,23,17,68,42,8,36.85,Fail,Poor
514,Female,23,26,91,86,1,57.99,Pass,Average
515,Female,24,23,50,63,8,40.41,Fail,Average
516,Male,24,38,78,66,3,52.04,Pass,Average
517,Female,19,18,94,79,7,44.93,Fail,Average
518,Female,23,8,98,75,1,36.1,Fail,Poor
519,Female,20,31,84,73,1,54.23,Pass,Average
520,Female,21,33,89,68,5,56.21,Pass,Average
521,Female,19,32,63,63,5,53.25,Pass,Average
522,Male,22,39,84,63,8,54.49,Pass,Average
523,Female,23,12,97,81,7,37.81,Fail,Poor
524,Male,19,20,94,43,8,43.9,Fail,Average
525,Female,18,34,69,42,6,39.95,Fail,Poor
526,Male,18,22,98,73,6,44.82,Fail,Average
527,Male,24,6,62,88,2,28.93,Fail,Poor
528,Female,21,17,87,62,6,33.94,Fail,Poor
529,Female,20,8,98,92,5,41.84,Fail,Average
530,Female,21,30,95,91,3,58.17,Pass,Average
531,Male,21,29,98,62,6,47.29,Fail,Average
532,Female,21,34,57,84,8,52.59,Pass,Average
533,Male,21,15,92,44,9,32.48,Fail,Poor
534,Male,22,11,69,70,1,32.17,Fail,Poor
535,Male,22,35,82,92,3,58.39,Pass,Average
536,Female,24,14,75,80,3,45.99,Fail,Average
537,Female,19,17,88,93,8,56.79,Pass,Average
538,Male,18,35,70,45,1,51.42,Pass,Average
539,Male,21,11,98,76,5,39.45,Fail,Poor
540,Female,24,24,91,49,3,49.65,Fail,Average
541,Male,19,8,92,79,2,30.67,Fail,Poor
542,Female,18,11,90,46,8,32.45,Fail,Poor
543,Male,23,5,58,78,3,31.33,Fail,Poor
544,Female,20,17,73,77,7,46.07,Fail,Average
545,Male,22,26,86,60,1,45.86,Fail,Average
546,Female,23,25,98,59,6,36.77,Fail,Poor
547,Male,18,26,90,42,3,42.08,Fail,Average
548,Female,23,32,66,90,8,60.16,Pass,Good
549,Female,20,13,73,61,6,34.85,Fail,Poor
550,Male,24,30,70,86,2,50.74,Pass,Average
551,Male,18,13,88,43,6,35.66,Fail,Poor
552,Female,23,19,90,67,7,41.14,Fail,Average
553,Male,22,14,88,51,5,33.21,Fail,Poor
554,Female,22,28,62,77,3,41.41,Fail,Average
555,Male,19,12,60,90,4,49.22,Fail,Average
556,Female,23,28,95,75,4,44.66,Fail,Average
557,Female,21,20,68,86,6,47.23,Fail,Average
558,Female,23,30,60,80,1,43.03,Fail,Average
559,Female,24,31,62,44,4,36.31,Fail,Poor
560,Female,18,8,95,52,4,33.91,Fail,Poor
561,Female,18,28,94,62,1,45.81,Fail,Average
562,Male,24,23,50,89,9,43.12,Fail,Average
563,Male,23,14,89,69,4,40.28,Fail,Average
564,Male,24,29,93,76,7,44.14,Fail,Average
565,Female,20,22,68,64,3,42.86,Fail,Average
566,Female,24,23,61,87,3,51.36,Pass,Average
567,Female,22,14,57,66,8,36.24,Fail,Poor
568,Female,24,37,57,90,8,62.93,Pass,Good
569,Male,18,9,94,53,1,34.31,Fail,Poor
570,Male,22,39,61,87,2,54.33,Pass,Average
571,Female,18,38,97,86,8,65.93,Pass,Good
572,Male,19,37,82,93,1,61.28,Pass,Good
573,Male,21,25,94,75,8,46.39,Fail,Average
574,Female,18,21,75,78,8,43.86,Fail,Average
575,Male,22,26,88,55,2,45.16,Fail,Average
576,Female,19,19,77,61,4,36.16,Fail,Poor
577,Male,18,39,54,60,6,49.83,Fail,Average
578,Female,20,32,57,93,9,55.9,Pass,Average
579,Female,24,11,74,60,8,41.71,Fail,Average
580,Female,21,36,76,47,8,40.84,Fail,Average
581,Female,18,15,95,88,7,51.71,Pass,Average
582,Male,19,14,72,55,9,41.2,Fail,Average
583,Female,20,13,79,94,2,34.76,Fail,Poor
584,Female,23,18,94,70,3,44.62,Fail,Average
585,Female,19,17,96,81,8,46.97,Fail,Average
586,Male,24,29,72,49,6,50.67,Pass,Average
587,Female,19,6,98,71,9,42.43,Fail,Average
588,Male,20,39,96,73,4,53.38,Pass,Average
589,Female,19,11,69,48,8,24.6,Fail,Poor
590,Male,20,25,67,56,3,42.95,Fail,Average
591,Male,18,22,67,50,3,31.77,Fail,Poor
592,Female,20,7,51,71,8,26.76,Fail,Poor
593,Male,20,15,53,49,5,29.55,Fail,Poor
594,Female,21,28,79,61,3,36.69,Fail,Poor
595,Female,20,23,82,56,1,44.85,Fail,Average
596,Female,20,8,85,43,3,25.05,Fail,Poor
597,Male,23,30,67,87,9,47.91,Fail,Average
598,Male,18,36,86,91,5,48.66,Fail,Average
599,Female,24,37,68,86,2,57.09,Pass,Average
600,Female,21,7,96,64,7,27.63,Fail,Poor
601,Male,23,13,77,60,2,38.32,Fail,Poor
602,Female,22,12,89,76,4,46.68,Fail,Average
603,Female,18,37,69,77,7,51.28,Pass,Average
604,Female,18,10,98,88,4,36.44,Fail,Poor
605,Male,22,8,82,40,7,32.4,Fail,Poor
606,Male,24,17,61,64,7,37.48,Fail,Poor
607,Male,20,6,64,90,1,32.01,Fail,Poor
608,Female,23,9,90,75,6,39.54,Fail,Poor
609,Female,19,31,88,56,9,53.27,Pass,Average
610,Female,21,36,51,80,2,42.03,Fail,Average
611,Male,19,25,78,63,3,36.73,Fail,Poor
612,Female,22,12,90,41,5,34.83,Fail,Poor
613,Female,18,12,59,79,9,35.45,Fail,Poor
614,Female,24,7,51,54,4,21.78,Fail,Poor
615,Female,18,7,60,71,1,33.16,Fail,Poor
616,Male,21,26,62,78,4,58.17,Pass,Average
617,Male,18,10,59,45,6,23.72,Fail,Poor
618,Female,18,6,63,40,5,27.06,Fail,Poor
619,Male,21,27,67,86,1,50.49,Pass,Average
620,Male,23,6,58,62,4,25.66,Fail,Poor
621,Female,23,21,88,78,6,56.62,Pass,Average
622,Female,21,39,77,56,4,56.06,Pass,Average
623,Male,24,38,52,73,9,45.45,Fail,Average
624,Female,22,27,69,80,5,50.68,Pass,Average
625,Male,18,34,55,68,8,45.53,Fail,Average
626,Female,24,12,76,48,9,30.26,Fail,Poor
627,Male,18,26,51,52,5,38.89,Fail,Poor
628,Female,22,9,78,45,6,28.76,Fail,Poor
629,Male,23,17,87,45,1,36.52,Fail,Poor
630,Male,24,33,52,59,7,47.96,Fail,Average
631,Male,20,35,65,91,4,62.54,Pass,Good
632,Female,20,20,79,92,2,46.68,Fail,Average
633,Male,20,34,89,42,5,47.12,Fail,Average
634,Male,23,20,51,56,3,37.28,Fail,Poor
635,Female,23,16,66,88,6,41.91,Fail,Average
636,Female,22,21,90,51,8,33.74,Fail,Poor
637,Male,18,20,61,87,7,51.02,Pass,Average
638,Male,22,16,84,86,3,55.2,Pass,Average
639,Female,22,12,92,84,8,48.61,Fail,Average
640,Female,23,24,50,94,2,37.42,Fail,Poor
641,Female,20,7,94,40,9,29.61,Fail,Poor
642,Female,19,20,64,56,4,36.94,Fail,Poor
643,Female,18,34,75,42,1,37.12,Fail,Poor
644,Male,23,27,86,65,8,52.19,Pass,Average
645,Female,20,32,70,54,7,42.03,Fail,Average
646,Male,24,9,98,75,5,38.37,Fail,Poor
647,Male,19,24,80,71,5,39.84,Fail,Poor
648,Male,19,5,74,71,7,29.29,Fail,Poor
649,Female,23,34,72,43,5,41.17,Fail,Average
650,Male,21,25,73,57,8,37.24,Fail,Poor
651,Male,18,24,87,88,6,58.97,Pass,Average
652,Female,19,10,77,58,5,25.48,Fail,Poor
653,Male,23,26,70,82,9,43.68,Fail,Average
654,Male,23,22,92,91,2,47.78,Fail,Average
655,Female,20,12,67,74,1,37.45,Fail,Poor
656,Male,24,36,85,79,8,48.24,Fail,Average
657,Male,21,37,84,53,3,47.46,Fail,Average
658,Male,18,20,94,72,7,52.96,Pass,Average
659,Female,22,16,58,53,8,37.16,Fail,Poor
660,Female,24,38,87,73,6,68.26,Pass,Good
661,Female,24,18,79,94,9,56.75,Pass,Average
662,Male,20,37,93,43,7,44.95,Fail,Average
663,Male,19,27,83,63,5,44.13,Fail,Average
664,Female,19,6,81,68,8,33.15,Fail,Poor
665,Male,20,25,52,58,2,36.74,Fail,Poor
666,Male,23,6,52,45,7,23.43,Fail,Poor
667,Female,19,31,77,72,4,47.76,Fail,Average
668,Female,21,13,93,88,9,43.44,Fail,Average
669,Male,18,5,64,79,1,35.87,Fail,Poor
670,Male,24,15,90,58,7,41.9,Fail,Average
671,Male,24,7,72,92,6,34.77,Fail,Poor
672,Female,21,27,89,40,8,39.75,Fail,Poor
673,Female,19,30,60,44,5,31.79,Fail,Poor
674,Female,24,8,97,66,1,27.08,Fail,Poor
675,Female,22,22,81,55,1,39.15,Fail,Poor
676,Male,18,10,85,45,9,32.05,Fail,Poor
677,Female,18,39,82,79,6,60.35,Pass,Good
678,Female,24,26,73,52,5,41.26,Fail,Average
679,Female,20,19,88,87,1,47.03,Fail,Average
680,Female,24,26,83,74,6,55.32,Pass,Average
681,Female,20,16,77,58,6,34.76,Fail,Poor
682,Male,24,22,86,51,3,40.67,Fail,Average
683,Male,22,39,56,55,8,44.49,Fail,Average
684,Female,23,34,53,82,1,51.58,Pass,Average
685,Male,18,28,86,49,1,38.05,Fail,Poor
686,Female,24,34,50,64,6,48.36,Fail,Average
687,Female,22,18,50,59,1,33.49,Fail,Poor
688,Male,20,10,96,70,6,31.45,Fail,Poor
689,Male,20,7,69,43,1,22.21,Fail,Poor
690,Female,18,20,68,83,6,52.95,Pass,Average
691,Female,21,11,78,62,3,43.02,Fail,Average
692,Female,24,18,59,41,8,30.71,Fail,Poor
693,Male,19,13,67,61,6,35.15,Fail,Poor
694,Female,20,19,77,90,1,45.27,Fail,Average
695,Female,23,25,84,76,5,55.01,Pass,Average
696,Female,23,39,92,47,8,55.94,Pass,Average
697,Male,20,6,96,46,3,24.68,Fail,Poor
698,Female,21,31,80,53,6,44.04,Fail,Average
699,Female,21,6,76,94,5,35.58,Fail,Poor
700,Male,22,39,60,42,6,36.6,Fail,Poor
701,Female,23,22,98,89,1,51.48,Pass,Average
702,Female,22,18,98,55,7,39.94,Fail,Poor
703,Male,23,24,87,94,9,66.0,Pass,Good
704,Female,24,22,54,58,2,34.91,Fail,Poor
705,Male,24,14,57,90,5,43.04,Fail,Average
706,Male,19,29,83,57,4,46.12,Fail,Average
707,Female,24,6,97,91,6,50.4,Pass,Average
708,Female,19,29,61,55,6,35.68,Fail,Poor
709,Female,24,37,87,47,2,50.27,Pass,Average
710,Female,18,35,50,72,2,48.81,Fail,Average
711,Male,24,18,80,88,4,39.08,Fail,Poor
712,Female,22,5,53,51,1,28.32,Fail,Poor
713,Male,20,20,98,92,9,59.62,Pass,Average
714,Female,22,7,94,50,7,26.21,Fail,Poor
715,Female,20,39,99,44,7,43.13,Fail,Average
716,Female,21,10,54,66,3,22.57,Fail,Poor
717,Male,22,29,79,51,3,47.26,Fail,Average
718,Female,21,17,73,56,1,30.89,Fail,Poor
719,Female,19,38,52,45,3,47.93,Fail,Average
720,Female,19,12,60,72,3,34.37,Fail,Poor
721,Female,18,25,94,44,4,43.0,Fail,Average
722,Male,24,38,53,67,4,40.33,Fail,Average
723,Female,22,8,75,53,3,26.17,Fail,Poor
724,Male,21,29,76,44,8,47.25,Fail,Average
725,Male,20,19,95,93,8,61.58,Pass,Good
726,Male,19,8,92,72,1,43.44,Fail,Average
727,Male,24,16,76,89,7,37.16,Fail,Poor
728,Male,19,36,91,87,2,55.58,Pass,Average
729,Male,20,36,99,80,1,52.78,Pass,Average
730,Female,24,32,55,58,3,43.88,Fail,Average
731,Male,24,17,64,61,4,39.64,Fail,Poor
732,Male,21,35,79,44,6,52.37,Pass,Average
733,Male,21,18,91,41,5,33.32,Fail,Poor
734,Female,22,24,86,69,4,53.47,Pass,Average
735,Female,22,22,86,86,8,48.23,Fail,Average
736,Male,23,33,91,78,4,47.14,Fail,Average
737,Female,23,10,86,43,2,31.8,Fail,Poor
738,Male,18,36,84,72,3,53.39,Pass,Average
739,Male,19,33,72,52,6,44.96,Fail,Average
740,Female,22,6,55,59,8,21.68,Fail,Poor
741,Male,21,27,53,93,8,52.94,Pass,Average
742,Female,20,23,67,46,9,43.4,Fail,Average
743,Female,21,35,58,54,7,42.51,Fail,Average
744,Male,19,9,98,62,2,28.21,Fail,Poor
745,Male,23,23,78,53,8,40.02,Fail,Average
746,Female,21,38,62,62,7,47.2,Fail,Average
747,Male,18,14,96,58,8,39.93,Fail,Poor
748,Male,19,29,66,93,3,51.26,Pass,Average
749,Male,23,6,94,68,7,35.27,Fail,Poor
750,Female,20,15,81,59,9,36.21,Fail,Poor
751,Female,23,35,97,68,3,55.82,Pass,Average
752,Male,24,19,71,63,6,38.57,Fail,Poor
753,Female,18,13,53,57,2,30.56,Fail,Poor
754,Female,19,27,54,49,2,36.35,Fail,Poor
755,Female,20,23,86,80,5,46.95,Fail,Average
756,Female,18,13,90,47,5,36.72,Fail,Poor
757,Female,23,39,98,65,7,56.49,Pass,Average
758,Male,18,25,62,68,2,50.97,Pass,Average
759,Male,19,13,83,49,7,30.84,Fail,Poor
760,Male,22,32,94,56,5,53.99,Pass,Average
761,Female,18,11,71,41,6,26.23,Fail,Poor
762,Female,24,20,72,45,8,36.37,Fail,Poor
763,Male,18,20,52,44,4,31.76,Fail,Poor
764,Female,23,37,91,67,7,54.85,Pass,Average
765,Male,23,8,83,80,6,43.75,Fail,Average
766,Male,20,8,81,44,2,24.45,Fail,Poor
767,Male,23,21,94,57,8,41.14,Fail,Average
768,Female,21,33,98,65,9,50.14,Pass,Average
769,Female,19,39,70,59,5,52.58,Pass,Average
770,Male,19,11,95,80,4,32.66,Fail,Poor
771,Male,22,31,93,88,6,53.94,Pass,Average
772,Male,22,32,70,66,8,52.09,Pass,Average
773,Male,19,26,93,88,3,46.26,Fail,Average
774,Female,24,18,60,51,1,31.36,Fail,Poor
775,Female,22,11,88,46,4,23.85,Fail,Poor
776,Male,20,26,53,42,4,34.46,Fail,Poor
777,Male,23,9,50,49,1,23.08,Fail,Poor
778,Female,19,6,77,73,9,28.62,Fail,Poor
779,Female,22,31,73,64,3,49.17,Fail,Average
780,Male,19,25,84,74,5,51.37,Pass,Average
781,Male,21,19,62,55,6,38.74,Fail,Poor
782,Male,18,25,96,41,8,38.37,Fail,Poor
783,Female,23,14,83,63,6,37.67,Fail,Poor
784,Female,19,27,60,49,3,46.2,Fail,Average
785,Female,18,9,85,77,6,36.05,Fail,Poor
786,Male,22,5,66,61,1,24.55,Fail,Poor
787,Male,18,17,84,65,4,36.18,Fail,Poor
788,Female,23,25,67,82,6,43.43,Fail,Average
789,Female,19,30,89,94,7,57.55,Pass,Average
790,Male,21,25,71,78,3,52.27,Pass,Average
791,Female,24,22,73,66,9,43.72,Fail,Average
792,Female,22,36,68,68,7,48.85,Fail,Average
793,Male,19,21,86,86,1,54.43,Pass,Average
794,Female,23,39,88,77,2,59.85,Pass,Average
795,Male,22,15,70,59,1,30.61,Fail,Poor
796,Male,20,25,57,66,9,46.46,Fail,Average
797,Male,18,30,77,80,9,46.63,Fail,Average
798,Male,24,8,54,93,7,30.07,Fail,Poor
799,Male,23,38,66,59,3,50.41,Pass,Average
800,Male,20,22,86,83,5,49.87,Fail,Average
801,Male,19,39,85,58,4,59.31,Pass,Average
802,Female,21,33,68,59,7,55.59,Pass,Average
803,Male,22,33,76,74,9,45.65,Fail,Average
804,Male,18,25,83,86,2,42.07,Fail,Average
805,Female,22,17,60,41,8,31.19,Fail,Poor
806,Female,24,21,94,69,9,45.28,Fail,Average
807,Female,19,13,96,92,9,51.82,Pass,Average
808,Male,22,5,61,73,7,31.6,Fail,Poor
809,Female,18,6,70,61,9,30.0,Fail,Poor
810,Male,19,33,60,42,9,42.4,Fail,Average
811,Male,22,37,88,45,3,50.04,Pass,Average
812,Male,21,14,77,54,4,32.44,Fail,Poor
813,Male,23,25,54,66,2,42.9,Fail,Average
814,Female,19,32,66,49,3,44.02,Fail,Average
815,Female,23,15,69,48,5,32.16,Fail,Poor
816,Male,19,38,90,72,5,53.08,Pass,Average
817,Male,21,12,95,71,6,46.38,Fail,Average
818,Male,23,26,61,87,7,54.91,Pass,Average
819,Female,20,12,55,45,7,24.38,Fail,Poor
820,Male,18,19,66,80,1,37.23,Fail,Poor
821,Male,20,21,68,75,2,51.09,Pass,Average
822,Female,22,27,75,41,9,41.77,Fail,Average
823,Female,21,28,97,68,2,48.67,Fail,Average
824,Male,20,23,93,43,6,33.24,Fail,Poor
825,Female,19,9,93,40,1,32.0,Fail,Poor
826,Female,22,36,81,58,3,48.91,Fail,Average
827,Male,22,5,55,65,2,28.71,Fail,Poor
828,Female,20,27,85,64,3,48.54,Fail,Average
829,Male,20,12,87,49,5,31.4,Fail,Poor
830,Female,21,17,60,92,6,46.03,Fail,Average
831,Male,18,12,82,54,9,36.58,Fail,Poor
832,Male,20,27,73,61,4,53.35,Pass,Average
833,Male,24,5,72,90,7,36.46,Fail,Poor
834,Female,20,28,64,87,6,48.66,Fail,Average
835,Male,23,39,76,60,2,53.52,Pass,Average
836,Female,19,28,60,61,8,48.31,Fail,Average
837,Male,24,21,99,75,7,44.8,Fail,Average
838,Male,24,9,66,73,7,31.38,Fail,Poor
839,Female,23,24,63,69,8,52.95,Pass,Average
840,Male,23,25,76,64,1,41.25,Fail,Average
841,Male,22,35,67,84,1,64.89,Pass,Good
842,Female,18,15,77,67,8,40.12,Fail,Average
843,Male,19,19,96,40,4,37.7,Fail,Poor
844,Male,21,23,96,88,5,53.4,Pass,Average
845,Male,24,11,53,84,8,31.84,Fail,Poor
846,Male,21,32,56,43,5,44.03,Fail,Average
847,Female,20,9,94,46,4,29.23,Fail,Poor
848,Female,20,9,84,88,6,43.3,Fail,Average
849,Male,21,34,97,48,5,42.57,Fail,Average
850,Female,20,36,58,75,7,49.99,Fail,Average
851,Male,18,12,57,58,7,31.89,Fail,Poor
852,Female,23,14,94,40,4,28.92,Fail,Poor
853,Male,20,36,66,49,5,50.34,Pass,Average
854,Male,22,32,66,75,3,44.5,Fail,Average
855,Male,20,21,98,48,4,49.83,Fail,Average
856,Male,19,35,82,84,4,61.54,Pass,Good
857,Male,18,12,81,85,3,43.56,Fail,Average
858,Male,19,29,57,81,5,39.35,Fail,Poor
859,Female,19,13,68,71,5,37.22,Fail,Poor
860,Male,22,6,87,71,7,38.41,Fail,Poor
861,Female,18,19,52,45,4,31.47,Fail,Poor
862,Male,18,7,54,87,4,30.09,Fail,Poor
863,Female,18,8,62,77,9,37.87,Fail,Poor
864,Female,18,18,96,56,6,38.82,Fail,Poor
865,Female,18,29,95,49,4,41.79,Fail,Average
866,Male,22,14,80,89,2,38.09,Fail,Poor
867,Male,20,25,65,66,6,41.25,Fail,Average
868,Female,19,16,99,93,2,53.95,Pass,Average
869,Male,18,31,81,89,5,53.64,Pass,Average
870,Female,24,6,71,74,6,39.76,Fail,Poor
871,Male,20,17,78,91,4,45.12,Fail,Average
872,Female,20,36,71,60,3,49.54,Fail,Average
873,Female,19,35,92,64,7,48.34,Fail,Average
874,Male,22,20,52,67,2,32.5,Fail,Poor
875,Female,21,36,59,86,6,65.55,Pass,Good
876,Male,21,36,91,54,4,52.66,Pass,Average
877,Female,20,38,70,43,6,47.8,Fail,Average
878,Female,23,15,65,68,4,36.3,Fail,Poor
879,Male,23,14,61,48,4,32.16,Fail,Poor
880,Male,19,19,51,66,4,31.34,Fail,Poor
881,Male,21,21,90,65,9,39.86,Fail,Poor
882,Female,20,22,73,58,7,34.98,Fail,Poor
883,Male,22,13,84,67,3,36.33,Fail,Poor
884,Female,21,29,79,56,3,52.55,Pass,Average
885,Female,20,18,79,82,6,45.33,Fail,Average
886,Male,20,29,96,80,6,50.95,Pass,Average
887,Male,18,26,84,81,4,47.23,Fail,Average
888,Female,22,34,68,89,9,59.0,Pass,Average
889,Female,18,24,99,59,4,35.75,Fail,Poor
890,Male,19,25,57,84,9,39.1,Fail,Poor
891,Male,18,36,75,79,4,54.17,Pass,Average
892,Male,24,25,98,78,2,53.05,Pass,Average
893,Male,18,39,89,88,2,63.53,Pass,Good
894,Male,24,36,56,92,5,61.46,Pass,Good
895,Female,21,34,79,62,4,62.71,Pass,Good
896,Female,23,16,56,86,7,43.69,Fail,Average
897,Female,20,22,52,71,5,42.47,Fail,Average
898,Female,24,25,50,91,6,45.86,Fail,Average
899,Male,22,17,85,86,4,40.81,Fail,Average
900,Male,18,25,74,72,2,45.11,Fail,Average
901,Male,24,12,86,85,9,43.3,Fail,Average
902,Female,22,11,50,44,7,19.9,Fail,Poor
903,Female,23,27,64,82,4,49.39,Fail,Average
904,Male,23,36,86,87,3,54.67,Pass,Average
905,Male,18,15,62,73,3,40.71,Fail,Average
906,Female,19,26,89,79,9,50.08,Pass,Average
907,Female,18,26,57,50,5,35.83,Fail,Poor
908,Male,21,29,54,89,3,52.08,Pass,Average
909,Male,24,26,58,42,5,37.14,Fail,Poor
910,Female,20,32,50,72,2,53.1,Pass,Average
911,Male,19,33,85,50,4,46.9,Fail,Average
912,Male,18,17,84,55,2,44.66,Fail,Average
913,Male,22,22,51,57,2,41.66,Fail,Average
914,Female,19,6,89,69,8,30.26,Fail,Poor
915,Female,24,33,72,87,1,52.76,Pass,Average
916,Female,19,25,58,94,7,42.81,Fail,Average
917,Female,24,19,83,49,5,43.34,Fail,Average
918,Female,18,31,95,57,8,51.57,Pass,Average
919,Female,24,35,63,77,1,52.38,Pass,Average
920,Female,19,19,53,58,7,30.69,Fail,Poor
921,Male,22,27,79,75,5,45.91,Fail,Average
922,Male,23,28,80,52,4,47.22,Fail,Average
923,Male,19,17,87,85,7,49.4,Fail,Average
924,Male,24,26,60,42,2,42.37,Fail,Average
925,Male,23,37,84,49,1,49.45,Fail,Average
926,Male,24,7,57,77,1,30.69,Fail,Poor
927,Male,22,23,52,40,1,34.39,Fail,Poor
928,Female,24,27,63,94,5,46.37,Fail,Average
929,Female,18,33,62,66,7,50.27,Pass,Average
930,Male,20,34,94,85,2,51.81,Pass,Average
931,Male,19,29,81,47,8,49.73,Fail,Average
932,Female,20,12,83,90,4,51.26,Pass,Average
933,Male,24,20,94,85,3,56.94,Pass,Average
934,Male,22,12,68,81,8,39.28,Fail,Poor
935,Female,19,5,87,56,2,31.97,Fail,Poor
936,Male,24,9,65,48,3,29.93,Fail,Poor
937,Female,23,7,51,45,3,20.02,Fail,Poor
938,Male,21,5,89,82,1,40.41,Fail,Average
939,Female,24,8,66,64,6,26.11,Fail,Poor
940,Female,20,39,83,78,2,54.41,Pass,Average
941,Female,19,36,91,88,1,56.06,Pass,Average
942,Male,20,38,65,67,2,40.41,Fail,Average
943,Female,19,29,87,72,6,53.18,Pass,Average
944,Male,24,14,51,93,4,39.32,Fail,Poor
945,Male,18,25,51,76,6,43.06,Fail,Average
946,Male,23,31,75,48,9,35.93,Fail,Poor
947,Male,24,31,62,57,8,47.94,Fail,Average
948,Female,20,6,96,60,1,25.8,Fail,Poor
949,Female,21,17,80,41,8,33.32,Fail,Poor
950,Male,21,13,83,82,9,42.72,Fail,Average
951,Male,22,26,88,77,6,50.82,Pass,Average
952,Female,19,30,52,79,5,49.23,Fail,Average
953,Male,20,16,57,75,6,33.34,Fail,Poor
954,Female,22,21,72,89,6,51.58,Pass,Average
955,Male,20,18,63,82,9,42.28,Fail,Average
956,Male,19,18,76,76,4,38.8,Fail,Poor
957,Female,24,38,78,54,2,46.0,Fail,Average
958,Male,24,24,88,67,9,40.24,Fail,Average
959,Female,21,15,88,57,2,42.54,Fail,Average
960,Male,24,20,50,73,9,36.14,Fail,Poor
961,Male,24,35,66,61,2,48.83,Fail,Average
962,Male,18,10,90,50,8,23.64,Fail,Poor
963,Female,21,23,79,52,9,32.44,Fail,Poor
964,Male,22,8,62,43,9,28.93,Fail,Poor
965,Male,23,8,70,61,9,32.77,Fail,Poor
966,Male,18,24,68,46,2,32.22,Fail,Poor
967,Male,22,14,68,82,4,33.95,Fail,Poor
968,Female,19,28,74,93,7,55.66,Pass,Average
969,Female,18,39,71,63,2,57.22,Pass,Average
970,Male,22,30,80,43,1,39.92,Fail,Poor
971,Female,19,25,66,67,3,37.73,Fail,Poor
972,Male,21,25,72,54,4,43.34,Fail,Average
973,Male,23,14,81,40,8,26.78,Fail,Poor
974,Male,19,8,59,94,6,34.53,Fail,Poor
975,Female,24,24,59,42,2,38.06,Fail,Poor
976,Female,20,21,85,53,9,43.28,Fail,Average
977,Female,19,11,57,77,2,29.27,Fail,Poor
978,Female,19,8,69,89,5,28.24,Fail,Poor
979,Female,23,33,81,40,4,39.48,Fail,Poor
980,Female,20,18,99,77,7,36.28,Fail,Poor
981,Female,24,7,63,77,8,36.97,Fail,Poor
982,Female,22,28,99,60,5,56.42,Pass,Average
983,Female,22,20,77,87,5,56.63,Pass,Average
984,Male,19,8,95,68,2,41.12,Fail,Average
985,Female,20,28,73,44,8,43.97,Fail,Average
986,Female,20,38,64,88,2,55.24,Pass,Average
987,Female,24,34,71,49,6,41.64,Fail,Average
988,Female,23,22,79,67,8,50.38,Pass,Average
989,Female,21,23,53,60,6,41.83,Fail,Average
990,Female,22,35,62,89,4,51.27,Pass,Average
991,Female,23,23,72,46,4,39.39,Fail,Poor
992,Female,18,23,57,42,6,34.2,Fail,Poor
993,Female,22,26,67,84,4,49.51,Fail,Average
994,Female,23,28,61,86,8,45.51,Fail,Average
995,Female,22,16,80,59,9,31.42,Fail,Poor
996,Male,21,34,63,58,1,53.27,Pass,Average
997,Male,18,35,83,74,4,60.5,Pass,Good
998,Female,21,23,67,43,4,38.77,Fail,Poor
999,Female,24,34,83,44,2,43.57,Fail,Average
1000,Male,18,37,60,40,6,37.9,Fail,Poor
